,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANALP,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,ERRVF,ERRGAM,ERRBT,ERRBZ,ERRBH,ERRJZ,ERRUSI,ERRALP,ERRMIH,ERRTAI,ERRJHT,ERRMPOT,ERRTPOT,ERRMSHA
2012-03-10 11:00:00,4.995539e+22,48.892,102.736,107.889,61.189,0.11721899,77803120000000.0,-0.0453589,-0.02140759,4099.854,1566.307,71447840000000.0,11621.1,1.129258e+24,41.904,41.188,9.168221e+18,0.01,0.076,0.067,0.085,0.02579466,250654400000.0,0.00057148,0.00026976,19.737,979724400000.0,5.55765,5.400535e+20,0.0
2012-03-10 12:00:00,5.092387e+22,48.556,100.772,105.883,59.354,0.08965005,78404490000000.0,-0.04379931,-0.01985066,4072.666,1517.643,68994060000000.0,11072.95,1.124314e+24,41.842,40.996,9.316681e+18,0.011,0.074,0.065,0.084,0.0252592,256474300000.0,0.00056729,0.00025711,19.657,1002360000000.0,5.424451,5.507822e+20,0.0
2012-03-10 13:00:00,5.093057e+22,48.51,100.834,106.307,58.863,0.15587752,77893600000000.0,-0.04340978,-0.01962258,3982.295,1502.011,69150820000000.0,11040.48,1.122321e+24,41.772,40.746,1.018546e+19,0.012,0.087,0.076,0.112,0.03455734,351293100000.0,0.00160986,0.00072774,55.705,1372765000000.0,8.920725,9.068376e+20,0.0
2012-03-10 14:00:00,5.054326e+22,48.426,100.266,105.467,58.407,0.065535,76765710000000.0,-0.04336108,-0.01953062,3961.22,1486.026,69497890000000.0,11049.2,1.116502e+24,41.623,40.607,9.435471e+18,0.011,0.075,0.067,0.083,0.02513283,253962800000.0,0.00057651,0.00025966,19.757,992299500000.0,5.375962,5.432313e+20,0.0
2012-03-10 15:00:00,5.036214e+22,48.094,102.089,107.923,59.3,0.07311075,76189120000000.0,-0.04279832,-0.0199478,3996.331,1477.254,69318710000000.0,11277.53,1.109186e+24,41.129,39.833,9.805173e+18,0.011,0.081,0.073,0.087,0.02635807,259241200000.0,0.00069359,0.00032329,23.942,1012806000000.0,6.625346,6.516268e+20,0.0
2012-03-10 16:00:00,4.99944e+22,48.251,103.354,109.019,60.468,0.06758414,76002030000000.0,-0.04349099,-0.02103937,3964.344,1517.844,72520610000000.0,11532.17,1.104917e+24,41.479,40.474,9.482404e+18,0.011,0.08,0.07,0.089,0.02693824,258100000000.0,0.00057289,0.00027716,19.995,1008249000000.0,5.601865,5.367244e+20,0.0
2012-03-10 17:00:00,4.997831e+22,47.958,105.183,111.211,60.475,-0.00797551,75993140000000.0,-0.04383536,-0.02203136,4019.894,1550.545,70331440000000.0,11782.2,1.10124e+24,41.123,39.903,9.744543e+18,0.012,0.085,0.074,0.096,0.02893865,270479300000.0,0.00056569,0.00028433,20.011,1056532000000.0,5.751814,5.376015e+20,0.0
2012-03-10 18:00:00,5.239246e+22,47.171,103.785,109.612,58.324,-0.03103329,80082690000000.0,-0.04751257,-0.02280218,4217.709,1727.972,79378950000000.0,11156.46,1.122851e+24,40.896,39.286,1.018403e+19,0.013,0.084,0.072,0.094,0.02833465,285176400000.0,0.00055768,0.00026767,20.284,1113898000000.0,5.470472,5.5058e+20,0.0
2012-03-10 19:00:00,5.352713e+22,47.106,100.921,106.173,56.461,0.04074869,79275540000000.0,-0.04739286,-0.02171637,4097.869,1730.469,79369800000000.0,10640.87,1.1261e+24,40.7,39.102,9.653449e+18,0.012,0.075,0.065,0.083,0.02514247,266077300000.0,0.00052502,0.0002406,19.172,1039294000000.0,4.942866,5.23093e+20,0.0
2012-03-10 20:00:00,5.255558e+22,46.785,103.402,108.826,58.425,0.00827295,77818210000000.0,-0.04638397,-0.02226675,4098.799,1683.522,80714100000000.0,11187.1,1.12335e+24,40.382,38.575,9.673001e+18,0.012,0.077,0.069,0.085,0.02596013,260678000000.0,0.00054841,0.00026329,19.906,1018242000000.0,5.132807,5.154095e+20,0.0
2012-03-10 21:00:00,5.202851e+22,46.941,106.437,112.441,59.827,-0.10936952,78770420000000.0,-0.04765924,-0.02393869,4208.712,1743.24,81101090000000.0,11673.72,1.128991e+24,40.602,38.657,1.046242e+19,0.013,0.087,0.077,0.098,0.02958771,286149200000.0,0.00057063,0.00028665,20.874,1117818000000.0,5.481931,5.301696e+20,0.0
2012-03-10 22:00:00,5.260335e+22,46.717,106.113,112.219,58.161,-0.03439601,80162950000000.0,-0.04734213,-0.02300899,4188.137,1736.212,78674150000000.0,11255.72,1.127983e+24,40.44,38.314,1.097543e+19,0.015,0.09,0.078,0.102,0.03072446,307902700000.0,0.00058763,0.00028562,21.553,1202927000000.0,5.679167,5.691332e+20,0.0
2012-03-10 23:00:00,5.321186e+22,46.272,101.67,107.503,55.297,0.02280474,78263610000000.0,-0.04793116,-0.02224644,4060.345,1748.704,82600840000000.0,10551.26,1.101526e+24,39.737,37.273,1.04801e+19,0.013,0.082,0.072,0.093,0.0279523,291815100000.0,0.00056634,0.00026289,20.665,1140231000000.0,5.325958,5.56017e+20,0.0
2012-03-11 00:00:00,5.327358e+22,45.91,99.388,104.965,53.826,0.00487771,75397000000000.0,-0.04773121,-0.02187079,3920.154,1729.083,82305410000000.0,10387.3,1.090602e+24,39.426,36.755,9.973895e+18,0.012,0.076,0.068,0.085,0.02556648,268432200000.0,0.00054657,0.00025048,19.803,1049030000000.0,5.130328,5.386528e+20,0.0
2012-03-11 01:00:00,5.318708e+22,45.676,98.418,104.402,53.384,0.01164945,74311760000000.0,-0.04887716,-0.02243197,3918.665,1760.64,84283730000000.0,10341.38,1.077939e+24,39.029,36.11,9.801725e+18,0.011,0.075,0.067,0.082,0.0248865,259405700000.0,0.00054458,0.00024998,19.62,1013925000000.0,5.101787,5.317875e+20,0.0
2012-03-11 02:00:00,5.355764e+22,45.661,99.19,105.224,53.233,0.00434482,75498520000000.0,-0.04851994,-0.02217359,3931.943,1758.698,84755480000000.0,10308.28,1.085865e+24,39.269,36.284,9.959573e+18,0.012,0.076,0.067,0.083,0.02517137,265153000000.0,0.00054381,0.00024857,19.715,1036565000000.0,5.179792,5.456348e+20,0.0
2012-03-11 03:00:00,5.421491e+22,45.541,99.816,105.922,53.046,0.03667269,78321350000000.0,-0.04855475,-0.02203393,4038.263,1777.345,88186550000000.0,10265.07,1.099676e+24,39.229,36.015,1.037214e+19,0.012,0.078,0.069,0.086,0.0261166,279781900000.0,0.00055087,0.00025002,20.168,1093930000000.0,5.151381,5.518571e+20,0.0
2012-03-11 04:00:00,5.429254e+22,45.532,102.645,108.794,55.002,-0.02440822,79860870000000.0,-0.04728513,-0.02212611,4086.214,1749.335,85671420000000.0,10662.67,1.119585e+24,39.341,36.066,1.098684e+19,0.014,0.084,0.075,0.094,0.02844918,298717700000.0,0.00056486,0.00026434,20.899,1168135000000.0,5.426071,5.697399e+20,0.0
2012-03-11 05:00:00,5.369508e+22,45.674,104.915,110.98,56.798,-0.15926678,79941800000000.0,-0.04757914,-0.02341786,4210.641,1767.604,89073120000000.0,11320.49,1.13479e+24,39.671,36.559,1.117715e+19,0.014,0.088,0.079,0.097,0.02945951,295308400000.0,0.00057369,0.00028237,21.314,1154937000000.0,5.616747,5.630347e+20,0.0
2012-03-11 06:00:00,5.393641e+22,45.282,103.042,108.559,56.096,-0.09805333,77350060000000.0,-0.04644559,-0.02244255,4061.333,1710.033,87344690000000.0,11059.91,1.119186e+24,39.177,35.739,1.039688e+19,0.012,0.081,0.073,0.087,0.02659995,269172800000.0,0.00054255,0.00026218,19.977,1052810000000.0,5.240981,5.303505e+20,0.0
2012-03-11 09:00:00,5.627095e+22,46.594,97.903,102.841,53.005,-0.08811277,95294980000000.0,-0.04554688,-0.0185634,4359.223,1678.911,83075640000000.0,9459.621,1.13623e+24,41.127,37.963,1.253536e+19,0.016,0.084,0.074,0.091,0.02716973,326345600000.0,0.00055006,0.00022422,20.279,1276462000000.0,4.934752,5.927311e+20,0.0
2012-03-11 10:00:00,5.122794e+22,45.35,102.609,107.819,56.065,-0.08513273,72985840000000.0,-0.0433917,-0.0214044,3807.918,1533.155,74295160000000.0,11356.05,1.080261e+24,39.319,35.99,1.04347e+19,0.012,0.085,0.078,0.091,0.0277883,264340200000.0,0.00057069,0.00028155,20.167,1033870000000.0,6.024752,5.731132e+20,0.0
2012-03-11 11:00:00,5.184072e+22,45.09,99.731,104.703,54.177,-0.05306727,71970520000000.0,-0.0432554,-0.0204265,3697.542,1518.526,75303680000000.0,10786.56,1.06498e+24,38.907,35.061,1.021324e+19,0.011,0.08,0.074,0.085,0.02584353,255158700000.0,0.00057912,0.00027354,20.335,997868800000.0,5.800406,5.726864e+20,0.0
2012-03-11 12:00:00,5.241749e+22,45.239,97.111,101.752,52.552,-0.01820279,72656040000000.0,-0.04269427,-0.01925413,3677.88,1489.307,77597700000000.0,10344.25,1.062633e+24,39.173,35.34,1.014401e+19,0.011,0.076,0.07,0.081,0.02452232,251910200000.0,0.00057332,0.0002586,20.003,985054400000.0,5.527612,5.678344e+20,0.0
2012-03-11 13:00:00,5.286814e+22,45.053,95.219,99.977,51.2,0.01066734,72153350000000.0,-0.04085455,-0.01807679,3623.664,1424.65,74451940000000.0,10051.34,1.052058e+24,38.953,34.829,1.021316e+19,0.011,0.075,0.069,0.08,0.02419082,253201500000.0,0.00057574,0.00025479,20.08,989982400000.0,5.457273,5.712042e+20,0.0
2012-03-11 14:00:00,5.281353e+22,44.69,95.044,99.734,51.006,-0.0258435,71386180000000.0,-0.04023588,-0.01798611,3635.676,1404.032,72053430000000.0,10028.74,1.03973e+24,38.692,34.468,1.028512e+19,0.011,0.076,0.071,0.08,0.02441062,253077400000.0,0.00057827,0.00025858,20.185,989373900000.0,5.507029,5.709418e+20,0.0
2012-03-11 15:00:00,5.225269e+22,44.821,96.582,101.471,51.873,-0.03129458,70607060000000.0,-0.04106687,-0.01888944,3599.479,1438.771,72092720000000.0,10243.36,1.036216e+24,38.786,34.506,1.04303e+19,0.011,0.079,0.073,0.083,0.02538642,256808500000.0,0.00058411,0.00026872,20.468,1003844000000.0,5.708214,5.774416e+20,0.0
2012-03-11 16:00:00,5.196108e+22,44.554,98.27,103.376,52.255,-0.16454218,70300520000000.0,-0.04056703,-0.01933715,3611.515,1432.206,71944810000000.0,10515.49,1.034334e+24,,34.179,1.08961e+19,0.012,0.085,0.079,0.089,0.02722321,267775500000.0,0.00059053,0.00028154,20.852,1046612000000.0,5.979795,5.881902e+20,0.0
2012-03-11 17:00:00,5.32402e+22,43.991,97.3,102.731,51.334,-0.15825444,71800590000000.0,-0.03899012,-0.01853339,3719.328,1401.217,68885140000000.0,10469.71,1.051271e+24,38.273,33.347,1.139376e+19,0.013,0.087,0.081,0.092,0.02793354,280482700000.0,0.0005751,0.00027341,20.671,1096201000000.0,6.003739,6.028399e+20,0.0
2012-03-11 18:00:00,5.679136e+22,43.222,94.236,99.776,49.148,-0.08904197,76604380000000.0,-0.03900716,-0.01724313,3836.108,1449.785,70066790000000.0,9517.182,1.062707e+24,37.548,31.985,1.156164e+19,0.013,0.08,0.074,0.085,0.02572474,287247400000.0,0.00055259,0.00024429,20.54,1122597000000.0,5.284917,5.901242e+20,0.0
2012-03-11 19:00:00,5.613972e+22,42.968,93.231,98.218,48.769,-0.07121793,71974980000000.0,-0.03910182,-0.01730122,3666.829,1431.728,68869980000000.0,9453.604,1.038973e+24,36.967,31.76,1.087541e+19,0.012,0.076,0.071,0.079,0.02390482,262719500000.0,0.00053763,0.00023792,19.689,1026737000000.0,5.119555,5.626509e+20,0.0
2012-03-11 20:00:00,5.474671e+22,43.238,96.926,101.96,50.206,-0.13363522,71306730000000.0,-0.03668272,-0.01718931,3690.183,1343.981,63746860000000.0,9865.197,1.024374e+24,37.352,32.211,1.107462e+19,0.012,0.081,0.076,0.084,0.02570104,266872200000.0,0.00055858,0.00026177,20.467,1043006000000.0,5.176074,5.374686e+20,0.0
2012-03-11 21:00:00,5.457996e+22,43.435,98.105,103.042,50.912,-0.15134214,73195550000000.0,-0.03467288,-0.01645343,3703.875,1276.77,61454170000000.0,10100.22,1.040904e+24,37.737,32.523,1.177543e+19,0.013,0.087,0.082,0.091,0.02763422,284791600000.0,0.00058363,0.00027698,21.493,1113123000000.0,5.60029,5.771523e+20,0.0
2012-03-11 22:00:00,5.611033e+22,42.992,93.127,97.788,47.75,-0.04361222,73880790000000.0,-0.03658636,-0.0161307,3640.633,1348.172,64521910000000.0,9280.373,1.030115e+24,37.129,31.622,1.159981e+19,0.013,0.08,0.075,0.085,0.02558235,283962200000.0,0.00055691,0.00024557,20.524,1110003000000.0,5.365608,5.955785e+20,0.0
2012-03-11 23:00:00,5.594619e+22,42.731,89.52,94.41,45.599,-0.11995339,69418020000000.0,-0.03595075,-0.01537693,3483.012,1300.858,61871210000000.0,8947.362,1.005283e+24,36.454,31.012,1.095204e+19,0.012,0.074,0.07,0.077,0.02348317,263845600000.0,0.00054004,0.00023102,19.544,1031509000000.0,5.198167,5.840411e+20,0.0
2012-03-12 00:00:00,5.54112e+22,42.318,87.753,92.602,44.771,-0.05610327,66600650000000.0,-0.03427897,-0.01474362,3336.684,1226.404,57763060000000.0,8871.911,9.801099e+23,35.777,30.467,1.043272e+19,0.011,0.072,0.067,0.073,0.02225044,245808100000.0,0.00052509,0.00022588,18.789,961142700000.0,4.904061,5.417682e+20,0.0
2012-03-12 01:00:00,5.503415e+22,41.804,87.785,92.485,44.738,-0.06105496,64202520000000.0,-0.03419958,-0.01489849,3293.981,1214.689,57749610000000.0,8876.622,9.611439e+23,35.358,29.725,1.035927e+19,0.011,0.072,0.068,0.073,0.02229177,241371100000.0,0.00052184,0.00022736,18.537,943952400000.0,4.971478,5.383023e+20,0.0
2012-03-12 02:00:00,5.557605e+22,41.849,87.156,91.896,44.423,-0.07110369,65147360000000.0,-0.0334135,-0.01436919,3297.492,1196.436,56440830000000.0,8683.95,9.602793e+23,35.218,29.424,1.044855e+19,0.011,0.071,0.067,0.072,0.02194964,242721100000.0,0.00051969,0.00022352,18.611,949393600000.0,4.834737,5.346298e+20,0.0
2012-03-12 03:00:00,5.617168e+22,41.774,87.549,92.224,44.529,-0.02748796,66368450000000.0,-0.03316182,-0.01435535,3345.588,1206.754,57084830000000.0,8686.089,9.697558e+23,35.247,29.096,1.067539e+19,0.011,0.072,0.068,0.074,0.0223825,249888800000.0,0.00053145,0.00023009,19.342,977586800000.0,4.914266,5.486518e+20,0.0
2012-03-12 04:00:00,5.668004e+22,41.868,89.011,93.694,44.784,-0.04865906,68729650000000.0,-0.03373602,-0.01463819,3451.555,1243.426,57021920000000.0,8802.898,9.930848e+23,35.934,29.761,1.136021e+19,0.012,0.076,0.072,0.079,0.02376299,268078300000.0,0.0005362,0.00023269,19.766,1048895000000.0,5.084993,5.736553e+20,0.0
2012-03-12 05:00:00,5.562133e+22,42.113,93.301,97.689,47.512,-0.15635563,69208260000000.0,-0.03260537,-0.01496438,3552.672,1203.331,53278470000000.0,9322.609,9.956046e+23,36.485,30.432,1.186471e+19,0.013,0.083,0.079,0.085,0.02588136,276399000000.0,0.00054895,0.00025197,20.262,1081578000000.0,5.2501,5.606825e+20,0.0
2012-03-12 06:00:00,5.450163e+22,41.504,93.756,98.376,47.595,-0.20680346,65426580000000.0,-0.031844,-0.01511009,3459.25,1156.088,51337440000000.0,9535.183,9.688696e+23,35.455,29.31,1.144969e+19,0.013,0.084,0.08,0.085,0.02570461,261184500000.0,0.00055443,0.00026311,20.131,1022127000000.0,5.333961,5.419837e+20,0.0
2012-03-12 09:00:00,5.862062e+22,41.752,88.67,93.328,44.623,-0.0873476,77434230000000.0,-0.03187949,-0.01284566,3669.83,1174.299,54766680000000.0,8074.899,9.803611e+23,35.96,29.151,1.361406e+19,0.016,0.083,0.08,0.082,0.02497983,303276300000.0,0.00054763,0.00022068,20.174,1186878000000.0,4.517551,5.484691e+20,0.001
2012-03-12 10:00:00,5.256319e+22,41.253,92.517,97.814,46.534,-0.19421411,60340080000000.0,-0.03064038,-0.01468283,3264.972,1070.569,48705240000000.0,9645.407,9.340065e+23,35.134,28.954,1.148583e+19,0.012,0.087,0.085,0.086,0.02626066,254293300000.0,0.00057726,0.00027665,20.171,995119200000.0,5.682669,5.502775e+20,0.0
2012-03-12 11:00:00,5.291042e+22,40.986,90.754,95.466,45.622,-0.16068736,59466080000000.0,-0.03033196,-0.01411032,3179.778,1052.418,48686170000000.0,9222.385,9.13534e+23,34.533,28.357,1.115154e+19,0.011,0.082,0.08,0.081,0.02478592,245519900000.0,0.0005783,0.00026904,20.066,960697900000.0,5.529484,5.477295e+20,0.0
2012-03-12 12:00:00,5.320246e+22,41.019,88.922,93.73,44.29,-0.08279796,59308650000000.0,-0.03141852,-0.01423777,3140.044,1082.64,52493300000000.0,8948.927,9.037146e+23,34.197,28.016,1.099481e+19,0.011,0.079,0.077,0.079,0.02391212,241478400000.0,0.00057592,0.00026101,19.848,944778300000.0,5.38819,5.441307e+20,0.0
2012-03-12 13:00:00,5.363416e+22,40.736,88.117,92.825,43.896,-0.10201556,58813790000000.0,-0.03080745,-0.01387174,3111.177,1064.504,51099610000000.0,8771.465,8.939477e+23,33.78,27.244,1.082883e+19,0.011,0.078,0.076,0.077,0.02335444,238017800000.0,0.00057169,0.00025743,19.755,931124100000.0,5.290323,5.391656e+20,0.0
2012-03-12 14:00:00,5.399354e+22,40.493,87.661,92.59,43.914,-0.01974117,60177230000000.0,-0.03111684,-0.01393197,3167.82,1078.92,52666490000000.0,8708.192,8.956178e+23,33.762,27.17,1.100375e+19,0.011,0.078,0.076,0.077,0.02333533,239998600000.0,0.00057633,0.00025806,19.984,938756300000.0,5.251586,5.401137e+20,0.0
2012-03-12 15:00:00,5.308989e+22,40.461,87.763,92.515,43.985,-0.08093522,58416030000000.0,-0.03089892,-0.01420378,3103.134,1066.136,51116140000000.0,8994.789,8.966394e+23,33.779,27.178,1.124451e+19,0.011,0.082,0.08,0.08,0.02443842,243612800000.0,0.0005731,0.00026346,19.775,952783700000.0,5.47157,5.454297e+20,0.0
2012-03-12 16:00:00,5.363946e+22,40.141,88.254,92.96,44.476,-0.17371522,60108390000000.0,-0.03042944,-0.0141824,3197.535,1060.489,49401620000000.0,9157.634,9.094065e+23,33.77,26.851,1.16025e+19,0.012,0.085,0.083,0.083,0.02516443,249897400000.0,0.00055939,0.00026073,19.496,977269200000.0,5.44913,5.411304e+20,0.0
2012-03-12 17:00:00,5.60049e+22,39.825,85.571,91.001,42.742,-0.12574835,61691740000000.0,-0.0312047,-0.01408821,3252.798,1120.689,51435640000000.0,8720.182,9.212284e+23,33.589,26.306,1.207296e+19,0.013,0.083,0.082,0.081,0.02456704,259534200000.0,0.00054102,0.00024427,19.431,1014884000000.0,5.13916,5.429176e+20,0.0
2012-03-12 18:00:00,5.759031e+22,39.729,82.374,87.558,40.875,-0.10874376,60734530000000.0,-0.03209448,-0.01388209,3210.219,1165.193,55232030000000.0,8162.25,9.098519e+23,32.95,25.496,1.178291e+19,0.013,0.078,0.076,0.075,0.02274906,253585400000.0,0.00052566,0.00022737,19.085,991585200000.0,4.80011,5.350718e+20,0.0
2012-03-12 19:00:00,5.623924e+22,39.699,82.174,87.416,40.693,-0.12354722,57735710000000.0,-0.03191156,-0.0140992,3128.175,1141.753,53852260000000.0,8346.762,8.976526e+23,32.783,25.831,1.134952e+19,0.012,0.078,0.076,0.074,0.0224798,241759100000.0,0.0005359,0.00023678,19.174,945341400000.0,4.912993,5.28368e+20,0.0
2012-03-12 20:00:00,5.507805e+22,39.544,85.5,90.386,43.058,-0.22821689,58420090000000.0,-0.03087982,-0.01435405,3214.79,1102.276,52753590000000.0,8773.762,8.94811e+23,33.244,26.09,1.159195e+19,0.012,0.083,0.081,0.079,0.02405886,245369500000.0,0.00053315,0.00024784,19.032,959496100000.0,5.075324,5.176178e+20,0.0
2012-03-12 21:00:00,5.626277e+22,39.664,83.673,88.54,42.046,-0.1439734,60645770000000.0,-0.03088078,-0.01381997,3242.541,1114.94,52231640000000.0,8438.99,9.04254e+23,33.416,25.918,1.204317e+19,0.013,0.081,0.08,0.078,0.02388315,255912500000.0,0.00054589,0.00024431,19.71,1000800000000.0,5.022378,5.381574e+20,0.0
2012-03-12 22:00:00,5.57149e+22,39.984,78.692,83.26,39.945,-0.06468356,58017460000000.0,-0.03104437,-0.01331067,3077.644,1095.349,50807640000000.0,8101.129,8.853624e+23,32.912,25.649,1.142444e+19,0.012,0.076,0.075,0.073,0.02232949,244036200000.0,0.00054496,0.00023368,19.23,954460500000.0,4.956444,5.416836e+20,0.0
2012-03-12 23:00:00,5.468201e+22,39.209,76.364,81.204,39.095,-0.04721522,54541510000000.0,-0.02975882,-0.01275281,2983.045,1022.239,47380030000000.0,7986.195,8.501573e+23,31.608,24.362,1.093457e+19,0.012,0.075,0.073,0.072,0.021756,231599900000.0,0.00054738,0.0002346,18.805,905945800000.0,4.893344,5.209129e+20,0.0
2012-03-13 00:00:00,5.308708e+22,39.746,75.99,80.517,39.314,-0.10017761,52952030000000.0,-0.02980288,-0.01278118,2882.01,994.158,45794210000000.0,8182.786,8.452975e+23,31.95,25.023,1.086216e+19,0.012,0.076,0.075,0.072,0.02199975,227261600000.0,0.00055382,0.00023753,18.476,889116400000.0,4.981391,5.145873e+20,0.0
2012-03-13 01:00:00,5.276534e+22,39.771,76.153,81.103,39.717,-0.0926766,53124830000000.0,-0.03003945,-0.01289122,2844.14,995.898,46249840000000.0,8154.073,8.366137e+23,32.0,25.422,1.097325e+19,0.012,0.077,0.077,0.073,0.02225761,228364700000.0,0.00055392,0.00023773,18.366,893583300000.0,4.983031,5.112626e+20,0.0
2012-03-13 02:00:00,5.24765e+22,39.642,75.665,80.828,39.384,-0.09185547,51983980000000.0,-0.0297765,-0.01288807,2831.682,982.741,46207790000000.0,8151.203,8.254726e+23,31.858,25.053,1.061736e+19,0.012,0.076,0.075,0.072,0.021807,220839600000.0,0.0005479,0.00023717,18.085,864284600000.0,4.899069,4.961288e+20,0.0
2012-03-13 03:00:00,5.329308e+22,39.539,75.259,80.519,39.245,-0.06593167,53731280000000.0,-0.02977614,-0.01273126,2913.935,995.712,44380470000000.0,7944.367,8.251524e+23,31.745,24.883,1.080294e+19,0.012,0.075,0.074,0.071,0.02165168,224888100000.0,0.00055071,0.00023548,18.417,880270900000.0,4.913962,5.103953e+20,0.0
2012-03-13 04:00:00,5.421917e+22,39.547,76.564,82.207,40.216,-0.08895151,56196680000000.0,-0.02870253,-0.01247922,3014.888,986.483,43078740000000.0,8023.057,8.423076e+23,32.186,24.748,1.128689e+19,0.012,0.077,0.077,0.073,0.02233138,234448000000.0,0.00053995,0.00023477,18.559,917821600000.0,4.968973,5.21672e+20,0.0
2012-03-13 05:00:00,5.458751e+22,39.564,79.632,84.903,41.551,-0.12593888,57578290000000.0,-0.0285902,-0.01286888,3087.548,1002.126,44631570000000.0,8336.895,8.622028e+23,32.962,25.467,1.19936e+19,0.013,0.082,0.083,0.077,0.02369935,245099000000.0,0.00053887,0.00024258,18.89,959629200000.0,5.064433,5.237644e+20,0.0
2012-03-13 06:00:00,5.344747e+22,39.303,81.513,86.993,42.487,-0.19068511,54367420000000.0,-0.02731196,-0.01291498,3019.187,949.858,43734970000000.0,8768.52,8.564653e+23,32.791,25.347,1.20637e+19,0.013,0.088,0.088,0.081,0.02479776,242212200000.0,0.00054496,0.00025772,18.955,948404900000.0,5.216305,5.095027e+20,0.0
2012-03-13 09:00:00,5.733583e+22,40.067,78.186,84.391,41.175,-0.19243829,64901720000000.0,-0.02922839,-0.01188243,3231.82,1034.021,49463010000000.0,7474.207,8.638267e+23,33.255,25.633,1.401728e+19,0.017,0.085,0.087,0.078,0.02372403,274189000000.0,0.00052602,0.00021385,18.609,1073637000000.0,4.430666,5.120714e+20,0.002
2012-03-13 10:00:00,5.156426e+22,39.66,81.464,87.375,42.085,-0.20043008,51532760000000.0,-0.02729606,-0.01290547,2861.077,912.688,44995490000000.0,8760.486,8.228249e+23,,25.462,1.203764e+19,0.013,0.09,0.091,0.082,0.02524471,237109800000.0,0.00054172,0.00025614,18.115,928387200000.0,5.322148,4.998805e+20,0.0
2012-03-13 11:00:00,5.001011e+22,39.712,80.713,86.711,41.8,-0.19068785,49965280000000.0,-0.02749215,-0.01284374,2775.659,888.736,41994330000000.0,8798.912,8.086023e+23,,25.707,1.163024e+19,0.013,0.088,0.09,0.081,0.02471696,227143900000.0,0.00055931,0.00026132,18.082,889284400000.0,5.406087,4.968085e+20,0.0
2012-03-13 12:00:00,5.014375e+22,39.721,79.533,84.903,40.951,-0.14226553,49401660000000.0,-0.02787266,-0.01265823,2755.501,894.178,42408700000000.0,8561.252,8.0318e+23,32.705,25.401,1.141337e+19,0.012,0.085,0.087,0.077,0.02361378,221534300000.0,0.00056163,0.00025508,18.019,867224900000.0,5.248663,4.92407e+20,0.0
